x1,y1,x2,y2,weight
396.49,556.13,385.33,572.38,19.7094
396.49,556.13,368.95,557.37,27.5686
680.05,165.45,702.68,153.10,25.7737
680.05,165.45,641.24,198.80,51.1780
680.05,165.45,672.54,164.65,7.5549
680.05,165.45,717.04,210.16,58.0312
680.05,165.45,674.09,188.69,24.0023
680.05,165.45,682.48,217.00,51.6081
680.05,165.45,702.22,202.36,43.0556
680.05,165.45,650.22,216.71,59.3142
680.05,165.45,710.33,125.39,50.2150
685.66,486.75,659.73,537.50,56.9901
685.66,486.75,677.51,439.32,48.1222
685.66,486.75,632.88,481.20,53.0681
685.66,486.75,727.06,494.85,42.1915
685.66,486.75,673.49,457.75,31.4500
685.66,486.75,627.81,496.88,58.7272
685.66,486.75,681.57,442.33,44.6084
685.66,486.75,679.52,486.40,6.1486
685.66,486.75,664.55,493.13,22.0532
685.66,486.75,726.42,468.12,44.8142
685.66,486.75,687.44,459.09,27.7170
286.27,385.76,269.40,387.86,17.0006
286.27,385.76,321.55,351.10,49.4597
286.27,385.76,310.40,432.34,52.4547
286.27,385.76,244.03,381.54,42.4500
602.74,216.33,641.24,198.80,42.3006
602.74,216.33,553.25,228.41,50.9477
602.74,216.33,585.41,242.70,31.5535
602.74,216.33,650.22,216.71,47.4786
602.74,216.33,588.41,246.07,33.0056
251.19,268.08,249.28,255.11,13.1102
251.19,268.08,257.40,267.14,6.2754
251.19,268.08,273.88,300.57,39.6261
251.19,268.08,274.95,226.12,48.2136
37.00,43.11,13.89,32.17,25.5605
37.00,43.11,49.65,93.36,51.8250
37.00,43.11,34.62,35.23,8.2297
272.04,159.46,299.96,140.22,33.9071
272.04,159.46,267.82,109.38,50.2535
272.04,159.46,290.39,119.47,43.9960
272.04,159.46,235.05,204.27,58.1076
272.04,159.46,323.46,164.19,51.6317
272.04,159.46,263.78,151.50,11.4712
272.04,159.46,277.73,182.24,23.4848
272.04,159.46,315.80,155.04,43.9826
272.04,159.46,276.24,207.54,48.2641
272.04,159.46,237.13,178.84,39.9329
93.98,435.67,54.91,426.14,40.2116
93.98,435.67,130.35,469.86,49.9234
93.98,435.67,45.38,434.44,48.6158
93.98,435.67,110.54,401.86,37.6485
93.98,435.67,37.91,439.50,56.2012
93.98,435.67,104.03,486.67,51.9769
659.73,537.50,659.67,567.23,29.7302
659.73,537.50,627.81,496.88,51.6647
659.73,537.50,679.52,486.40,54.8014
659.73,537.50,608.31,548.87,52.6571
659.73,537.50,664.55,493.13,44.6269
659.73,537.50,634.60,564.92,37.1920
659.73,537.50,657.67,584.91,47.4592
79.48,157.26,90.40,104.67,53.7118
79.48,157.26,32.87,180.69,52.1751
79.48,157.26,103.11,151.58,24.2966
79.48,157.26,49.48,197.15,49.9213
79.48,157.26,33.91,172.94,48.2017
79.48,157.26,81.53,187.69,30.5054
79.48,157.26,97.70,171.31,23.0046
469.59,281.74,495.09,274.47,26.5242
469.59,281.74,436.84,275.90,33.2589
469.59,281.74,508.07,311.04,48.3667
469.59,281.74,520.87,274.24,51.8310
712.36,271.56,739.33,234.08,46.1713
712.36,271.56,678.47,266.01,34.3423
712.36,271.56,707.10,331.05,59.7162
712.36,271.56,662.98,279.23,49.9772
712.36,271.56,742.18,279.44,30.8452
712.36,271.56,697.84,322.59,53.0589
712.36,271.56,692.93,323.39,55.3563
712.36,271.56,669.67,260.08,44.2154
712.36,271.56,680.07,321.67,59.6137
712.36,271.56,739.27,285.90,30.4937
712.36,271.56,752.18,302.05,50.1540
712.36,271.56,695.43,235.60,39.7488
712.36,271.56,735.20,299.86,36.3658
712.36,271.56,720.73,327.18,56.2466
712.36,271.56,733.01,243.94,34.4850
712.36,271.56,761.21,251.39,52.8499
513.40,560.88,565.06,532.53,58.9276
513.40,560.88,465.53,543.29,51.0065
513.40,560.88,510.91,578.22,17.5152
54.91,426.14,45.38,434.44,12.6445
54.91,426.14,37.91,439.50,21.6302
54.91,426.14,42.82,388.14,39.8788
269.40,387.86,244.03,381.54,26.1419
269.40,387.86,216.95,362.67,58.1900
509.17,500.19,453.30,480.33,59.2904
509.17,500.19,453.66,492.31,56.0638
474.60,201.78,423.20,183.37,54.5993
474.60,201.78,432.82,203.75,41.8254
474.60,201.78,494.22,225.53,30.8038
739.33,234.08,742.31,187.37,46.8041
739.33,234.08,742.18,279.44,45.4524
739.33,234.08,717.04,210.16,32.6944
739.33,234.08,739.27,285.90,51.8193
739.33,234.08,695.43,235.60,43.9235
739.33,234.08,682.48,217.00,59.3587
739.33,234.08,702.22,202.36,48.8206
739.33,234.08,733.01,243.94,11.7088
739.33,234.08,761.21,251.39,27.9020
354.75,252.92,372.17,220.35,36.9336
354.75,252.92,387.66,210.04,54.0474
354.75,252.92,403.98,277.14,54.8668
354.75,252.92,407.81,238.70,54.9301
354.75,252.92,372.41,298.37,48.7639
354.75,252.92,392.74,224.72,47.3139
354.75,252.92,313.75,276.14,47.1236
354.75,252.92,320.74,244.52,35.0362
354.75,252.92,343.29,262.28,14.7978
130.35,469.86,132.60,508.95,39.1508
130.35,469.86,169.07,512.38,57.5059
130.35,469.86,104.03,486.67,31.2264
130.35,469.86,172.60,503.09,53.7520
702.68,153.10,742.31,187.37,52.3961
702.68,153.10,672.54,164.65,32.2741
702.68,153.10,717.04,210.16,58.8452
702.68,153.10,749.27,132.48,50.9471
702.68,153.10,674.09,188.69,45.6563
702.68,153.10,702.22,202.36,49.2594
702.68,153.10,710.33,125.39,28.7491
13.89,32.17,34.62,35.23,20.9472
282.87,544.30,298.82,547.52,16.2721
282.87,544.30,240.06,532.96,44.2901
282.87,544.30,303.36,501.10,47.8159
282.87,544.30,335.61,538.93,53.0076
282.87,544.30,306.65,543.99,23.7736
624.44,54.45,675.00,67.74,52.2835
624.44,54.45,655.35,47.68,31.6464
624.44,54.45,590.13,38.09,38.0092
624.44,54.45,608.88,47.33,17.1053
624.44,54.45,651.11,45.03,28.2859
641.24,198.80,672.54,164.65,46.3268
641.24,198.80,674.09,188.69,34.3682
641.24,198.80,682.48,217.00,45.0792
641.24,198.80,650.22,216.71,20.0350
60.27,225.52,42.86,266.52,44.5467
60.27,225.52,84.50,217.43,25.5494
60.27,225.52,32.87,180.69,52.5317
60.27,225.52,96.86,225.67,36.5957
60.27,225.52,36.81,227.65,23.5553
60.27,225.52,72.57,262.74,39.2014
60.27,225.52,49.48,197.15,30.3468
60.27,225.52,33.91,172.94,58.8104
60.27,225.52,81.53,187.69,43.3907
60.27,225.52,25.54,198.82,43.8048
581.06,496.00,575.38,532.43,36.8656
581.06,496.00,632.88,481.20,53.8924
581.06,496.00,627.81,496.88,46.7584
581.06,496.00,565.06,532.53,39.8751
581.06,496.00,608.31,548.87,59.4769
45.38,434.44,37.91,439.50,9.0241
45.38,434.44,42.82,388.14,46.3769
427.99,44.28,453.98,17.08,37.6210
427.99,44.28,384.44,73.72,52.5624
427.99,44.28,450.76,36.86,23.9546
427.99,44.28,443.35,51.94,17.1618
49.65,93.36,90.40,104.67,42.2962
49.65,93.36,86.04,80.51,38.5933
664.11,327.46,706.65,362.55,55.1477
664.11,327.46,707.10,331.05,43.1475
664.11,327.46,662.98,279.23,48.2410
664.11,327.46,697.84,322.59,34.0879
664.11,327.46,692.93,323.39,29.1109
664.11,327.46,658.60,299.42,28.5827
664.11,327.46,680.07,321.67,16.9792
664.11,327.46,712.95,334.44,49.3374
664.11,327.46,629.23,280.08,58.8324
664.11,327.46,625.49,319.40,39.4529
664.11,327.46,631.95,301.71,41.1963
664.11,327.46,661.48,351.37,24.0523
664.11,327.46,720.73,327.18,56.6242
453.98,17.08,487.27,64.29,57.7663
453.98,17.08,450.76,36.86,20.0345
453.98,17.08,497.89,54.68,57.8052
453.98,17.08,443.35,51.94,36.4446
675.00,67.74,655.35,47.68,28.0807
675.00,67.74,669.10,69.91,6.2900
675.00,67.74,651.11,45.03,32.9603
321.55,351.10,327.27,338.47,13.8649
321.55,351.10,375.51,353.13,54.0002
321.55,351.10,352.66,331.58,36.7253
187.68,37.57,204.66,27.88,19.5500
187.68,37.57,177.83,72.24,36.0424
187.68,37.57,150.04,37.35,37.6417
575.38,532.43,591.01,574.81,45.1672
575.38,532.43,565.06,532.53,10.3194
575.38,532.43,608.31,548.87,36.8133
299.96,140.22,267.82,109.38,44.5478
299.96,140.22,290.39,119.47,22.8546
299.96,140.22,323.46,164.19,33.5607
299.96,140.22,263.78,151.50,37.9015
299.96,140.22,344.80,132.42,45.5122
299.96,140.22,277.73,182.24,47.5424
299.96,140.22,315.80,155.04,21.6861
742.31,187.37,717.04,210.16,34.0280
742.31,187.37,749.27,132.48,55.3295
742.31,187.37,763.42,140.35,51.5436
742.31,187.37,702.22,202.36,42.7932
742.31,187.37,769.09,148.97,46.8215
742.31,187.37,733.01,243.94,57.3254
204.66,27.88,177.83,72.24,51.8443
204.66,27.88,150.04,37.35,55.4353
208.61,553.81,173.92,578.71,42.7023
208.61,553.81,208.00,547.14,6.6955
208.61,553.81,228.71,515.34,43.4082
208.61,553.81,240.06,532.96,37.7372
208.61,553.81,169.07,512.38,57.2654
767.52,421.13,769.75,432.46,11.5483
767.52,421.13,743.53,388.92,40.1672
405.20,448.66,385.53,476.28,33.9088
405.20,448.66,381.08,482.29,41.3850
405.20,448.66,349.29,427.12,59.9216
405.20,448.66,453.30,480.33,57.5857
405.20,448.66,386.12,421.45,33.2376
405.20,448.66,424.57,392.45,59.4502
678.47,266.01,662.98,279.23,20.3716
678.47,266.01,697.84,322.59,59.8105
678.47,266.01,692.93,323.39,59.1795
678.47,266.01,669.67,260.08,10.6186
678.47,266.01,658.60,299.42,38.8722
678.47,266.01,680.07,321.67,55.6818
678.47,266.01,629.23,280.08,51.2184
678.47,266.01,695.43,235.60,34.8178
678.47,266.01,682.48,217.00,49.1756
678.47,266.01,650.22,216.71,56.8211
678.47,266.01,631.95,301.71,58.6364
678.47,266.01,733.01,243.94,58.8321
423.20,183.37,387.66,210.04,44.4371
423.20,183.37,407.81,238.70,57.4314
423.20,183.37,392.74,224.72,51.3541
423.20,183.37,389.11,149.04,48.3798
423.20,183.37,432.82,203.75,22.5372
423.20,183.37,427.39,156.98,26.7170
706.65,362.55,707.10,331.05,31.5080
706.65,362.55,697.84,322.59,40.9142
706.65,362.55,678.63,391.44,40.2493
706.65,362.55,692.93,323.39,41.4897
706.65,362.55,731.27,345.21,30.1083
706.65,362.55,743.53,388.92,45.3344
706.65,362.55,680.07,321.67,48.7669
706.65,362.55,712.95,334.44,28.8039
706.65,362.55,698.09,421.56,59.6333
706.65,362.55,661.48,351.37,46.5358
706.65,362.55,720.73,327.18,38.0667
62.34,550.38,45.82,516.59,37.6108
62.34,550.38,73.50,559.67,14.5231
62.34,550.38,50.83,575.71,27.8165
62.34,550.38,23.77,537.41,40.6913
62.34,550.38,56.03,510.49,40.3879
707.10,331.05,697.84,322.59,12.5362
707.10,331.05,692.93,323.39,16.1063
707.10,331.05,731.27,345.21,28.0122
707.10,331.05,658.60,299.42,57.9078
707.10,331.05,680.07,321.67,28.6190
707.10,331.05,739.27,285.90,55.4341
707.10,331.05,712.95,334.44,6.7585
707.10,331.05,752.18,302.05,53.5991
707.10,331.05,735.20,299.86,41.9786
707.10,331.05,661.48,351.37,49.9486
707.10,331.05,720.73,327.18,14.1621
576.94,289.51,580.83,304.59,15.5732
576.94,289.51,604.37,293.36,27.7054
576.94,289.51,553.18,335.20,51.4975
576.94,289.51,548.85,267.70,35.5589
576.94,289.51,585.41,242.70,47.5731
576.94,289.51,629.23,280.08,53.1310
576.94,289.51,520.87,274.24,58.1101
576.94,289.51,625.49,319.40,57.0098
576.94,289.51,631.95,301.71,56.3513
576.94,289.51,588.41,246.07,44.9345
576.94,289.51,543.74,297.36,34.1104
576.94,289.51,548.11,303.96,32.2489
267.82,109.38,290.39,119.47,24.7231
267.82,109.38,247.25,76.19,39.0506
267.82,109.38,263.78,151.50,42.3109
389.85,375.94,435.61,382.00,46.1617
389.85,375.94,420.77,378.42,31.0264
389.85,375.94,375.51,353.13,26.9432
389.85,375.94,440.32,363.11,52.0759
389.85,375.94,387.60,321.24,54.7490
389.85,375.94,386.12,421.45,45.6592
389.85,375.94,424.57,392.45,38.4502
389.85,375.94,352.66,331.58,57.8815
389.85,375.94,433.96,364.63,45.5388
389.85,375.94,438.31,343.52,58.3039
580.83,304.59,604.37,293.36,26.0886
580.83,304.59,553.18,335.20,41.2447
580.83,304.59,548.85,267.70,48.8163
580.83,304.59,629.23,280.08,54.2517
580.83,304.59,625.49,319.40,47.0510
580.83,304.59,631.95,301.71,51.2104
580.83,304.59,588.41,246.07,59.0148
580.83,304.59,543.74,297.36,37.7813
580.83,304.59,548.11,303.96,32.7217
90.40,104.67,103.11,151.58,48.6082
90.40,104.67,86.04,80.51,24.5467
604.37,293.36,658.60,299.42,54.5599
604.37,293.36,585.41,242.70,54.1012
604.37,293.36,629.23,280.08,28.1773
604.37,293.36,625.49,319.40,33.5186
604.37,293.36,631.95,301.71,28.8137
604.37,293.36,588.41,246.07,49.9183
604.37,293.36,548.11,303.96,57.2547
372.17,220.35,387.66,210.04,18.6026
372.17,220.35,341.08,186.24,46.1540
372.17,220.35,407.81,238.70,40.0862
372.17,220.35,392.74,224.72,21.0317
372.17,220.35,351.82,182.04,43.3750
372.17,220.35,320.74,244.52,56.8311
372.17,220.35,343.29,262.28,50.9120
662.98,279.23,697.84,322.59,55.6392
662.98,279.23,692.93,323.39,53.3595
662.98,279.23,669.67,260.08,20.2912
662.98,279.23,658.60,299.42,20.6508
662.98,279.23,680.07,321.67,45.7437
662.98,279.23,629.23,280.08,33.7628
662.98,279.23,695.43,235.60,54.3799
662.98,279.23,625.49,319.40,54.9444
662.98,279.23,631.95,301.71,38.3071
290.39,119.47,323.46,164.19,55.6174
290.39,119.47,263.78,151.50,41.6410
290.39,119.47,344.80,132.42,55.9342
290.39,119.47,315.80,155.04,43.7124
655.35,47.68,669.10,69.91,26.1346
655.35,47.68,608.88,47.33,46.4684
655.35,47.68,651.11,45.03,4.9991
45.82,516.59,73.50,559.67,51.2055
45.82,516.59,50.83,575.71,59.3323
45.82,516.59,23.77,537.41,30.3365
45.82,516.59,56.03,510.49,11.8883
42.86,266.52,62.59,312.00,49.5742
42.86,266.52,36.81,227.65,39.3380
42.86,266.52,72.57,262.74,29.9447
84.50,217.43,96.86,225.67,14.8501
84.50,217.43,36.81,227.65,48.7781
84.50,217.43,72.57,262.74,46.8495
84.50,217.43,49.48,197.15,40.4742
84.50,217.43,81.53,187.69,29.8895
84.50,217.43,97.70,171.31,47.9724
387.66,210.04,341.08,186.24,52.3056
387.66,210.04,407.81,238.70,35.0376
387.66,210.04,392.74,224.72,15.5352
387.66,210.04,432.82,203.75,45.6029
387.66,210.04,351.82,182.04,45.4744
487.27,64.29,450.76,36.86,45.6680
487.27,64.29,497.89,54.68,14.3191
487.27,64.29,544.34,48.68,59.1654
487.27,64.29,443.35,51.94,45.6314
487.27,64.29,528.12,57.41,41.4211
677.51,439.32,678.63,391.44,47.8957
677.51,439.32,673.49,457.75,18.8596
677.51,439.32,681.57,442.33,5.0518
677.51,439.32,683.23,423.22,17.0904
677.51,439.32,679.52,486.40,47.1175
677.51,439.32,664.55,493.13,55.3518
677.51,439.32,698.09,421.56,27.1765
677.51,439.32,726.42,468.12,56.7555
677.51,439.32,687.44,459.09,22.1197
742.18,279.44,739.27,285.90,7.0819
742.18,279.44,752.18,302.05,24.7206
742.18,279.44,735.20,299.86,21.5747
742.18,279.44,720.73,327.18,52.3374
742.18,279.44,733.01,243.94,36.6719
742.18,279.44,761.21,251.39,33.8986
769.75,432.46,743.53,388.92,50.8301
769.75,432.46,726.42,468.12,56.1215
672.54,164.65,674.09,188.69,24.0949
672.54,164.65,682.48,217.00,53.2829
672.54,164.65,702.22,202.36,47.9870
672.54,164.65,650.22,216.71,56.6447
672.54,164.65,710.33,125.39,54.4958
659.67,567.23,608.31,548.87,54.5381
659.67,567.23,634.60,564.92,25.1705
659.67,567.23,657.67,584.91,17.7967
403.98,277.14,407.81,238.70,38.6320
403.98,277.14,372.41,298.37,38.0377
403.98,277.14,392.74,224.72,53.6148
403.98,277.14,436.84,275.90,32.8887
403.98,277.14,387.60,321.24,47.0401
173.92,578.71,208.00,547.14,46.4576
173.92,578.71,143.12,571.58,31.6158
632.88,481.20,673.49,457.75,46.8987
632.88,481.20,627.81,496.88,16.4715
632.88,481.20,679.52,486.40,46.9273
632.88,481.20,664.55,493.13,33.8415
632.88,481.20,687.44,459.09,58.8687
553.18,335.20,508.07,311.04,51.1775
553.18,335.20,543.74,297.36,39.0034
553.18,335.20,548.11,303.96,31.6470
341.08,186.24,323.46,164.19,28.2253
341.08,186.24,351.82,182.04,11.5316
341.08,186.24,344.80,132.42,53.9437
341.08,186.24,315.80,155.04,40.1553
249.28,255.11,235.05,204.27,52.7890
249.28,255.11,257.40,267.14,14.5191
249.28,255.11,273.88,300.57,51.6898
249.28,255.11,276.24,207.54,54.6760
249.28,255.11,274.95,226.12,38.7189
697.84,322.59,692.93,323.39,4.9779
697.84,322.59,731.27,345.21,40.3588
697.84,322.59,658.60,299.42,45.5803
697.84,322.59,680.07,321.67,17.8031
697.84,322.59,739.27,285.90,55.3437
697.84,322.59,712.95,334.44,19.1951
697.84,322.59,752.18,302.05,58.0938
697.84,322.59,735.20,299.86,43.7344
697.84,322.59,661.48,351.37,46.3739
697.84,322.59,720.73,327.18,23.3402
591.01,574.81,565.06,532.53,49.6064
591.01,574.81,608.31,548.87,31.1820
591.01,574.81,634.60,564.92,44.7050
384.44,73.72,357.21,106.86,42.8955
384.44,73.72,356.71,102.84,40.2142
357.21,106.86,389.11,149.04,52.8829
357.21,106.86,356.71,102.84,4.0526
357.21,106.86,344.80,132.42,28.4162
310.40,432.34,315.52,452.86,21.1481
310.40,432.34,349.29,427.12,39.2329
310.40,432.34,350.24,422.75,40.9706
553.25,228.41,548.85,267.70,39.5341
553.25,228.41,531.05,231.95,22.4747
553.25,228.41,585.41,242.70,35.1880
553.25,228.41,520.87,274.24,56.1101
553.25,228.41,588.41,246.07,39.3483
548.85,267.70,531.05,231.95,39.9358
548.85,267.70,585.41,242.70,44.2887
548.85,267.70,495.09,274.47,54.1837
548.85,267.70,508.07,311.04,59.5070
548.85,267.70,520.87,274.24,28.7349
548.85,267.70,588.41,246.07,45.0922
548.85,267.70,543.74,297.36,30.0913
548.85,267.70,548.11,303.96,36.2682
526.21,16.59,497.89,54.68,47.4668
526.21,16.59,544.34,48.68,36.8515
526.21,16.59,528.12,57.41,40.8610
213.47,365.58,244.03,381.54,34.4816
213.47,365.58,201.90,318.97,48.0217
213.47,365.58,202.00,315.66,51.2243
213.47,365.58,216.95,362.67,4.5382
32.87,180.69,36.81,227.65,47.1250
32.87,180.69,49.48,197.15,23.3809
32.87,180.69,33.91,172.94,7.8192
32.87,180.69,81.53,187.69,49.1597
32.87,180.69,25.54,198.82,19.5474
678.63,391.44,681.57,442.33,50.9748
678.63,391.44,683.23,423.22,32.1095
678.63,391.44,698.09,421.56,35.8640
678.63,391.44,661.48,351.37,43.5829
235.05,204.27,209.93,202.30,25.1965
235.05,204.27,277.73,182.24,48.0263
235.05,204.27,276.24,207.54,41.3206
235.05,204.27,237.13,178.84,25.5114
235.05,204.27,274.95,226.12,45.4892
407.81,238.70,392.74,224.72,20.5547
407.81,238.70,432.82,203.75,42.9797
407.81,238.70,436.84,275.90,47.1860
385.53,476.28,352.01,503.71,43.3188
385.53,476.28,381.08,482.29,7.4773
385.53,476.28,386.12,421.45,54.8385
385.53,476.28,381.39,504.68,28.7005
385.53,476.28,353.88,508.69,45.3059
385.53,476.28,340.21,488.66,46.9858
757.70,73.75,755.14,109.31,35.6521
757.70,73.75,749.27,132.48,59.3355
757.70,73.75,755.93,99.47,25.7858
247.25,76.19,279.58,35.46,52.0034
372.41,298.37,375.51,353.13,54.8458
372.41,298.37,387.60,321.24,27.4501
372.41,298.37,343.29,262.28,46.3789
372.41,298.37,352.66,331.58,38.6436
327.27,338.47,375.51,353.13,50.4143
327.27,338.47,352.66,331.58,26.3039
103.11,151.58,81.53,187.69,42.0656
103.11,151.58,97.70,171.31,20.4558
392.74,224.72,432.82,203.75,45.2328
392.74,224.72,351.82,182.04,59.1252
692.93,323.39,731.27,345.21,44.1122
692.93,323.39,658.60,299.42,41.8779
692.93,323.39,680.07,321.67,12.9811
692.93,323.39,739.27,285.90,59.6113
692.93,323.39,712.95,334.44,22.8624
692.93,323.39,735.20,299.86,48.3834
692.93,323.39,661.48,351.37,42.0946
692.93,323.39,720.73,327.18,28.0551
450.76,36.86,497.89,54.68,50.3830
450.76,36.86,443.35,51.94,16.8092
208.00,547.14,228.71,515.34,37.9527
208.00,547.14,240.06,532.96,35.0572
208.00,547.14,169.07,512.38,52.1897
208.00,547.14,172.60,503.09,56.5082
73.50,559.67,50.83,575.71,27.7645
73.50,559.67,23.77,537.41,54.4863
73.50,559.67,56.03,510.49,52.1931
731.27,345.21,743.53,388.92,45.3901
731.27,345.21,680.07,321.67,56.3582
731.27,345.21,739.27,285.90,59.8517
731.27,345.21,712.95,334.44,21.2538
731.27,345.21,752.18,302.05,47.9638
731.27,345.21,735.20,299.86,45.5264
731.27,345.21,720.73,327.18,20.8867
352.01,503.71,381.08,482.29,36.1152
352.01,503.71,303.36,501.10,48.7161
352.01,503.71,381.39,504.68,29.4039
352.01,503.71,353.88,508.69,5.3205
352.01,503.71,335.61,538.93,38.8503
352.01,503.71,340.21,488.66,19.1274
352.01,503.71,368.95,557.37,56.2659
257.40,267.14,273.88,300.57,37.2668
257.40,267.14,313.75,276.14,57.0640
257.40,267.14,274.95,226.12,44.6177
96.86,225.67,72.57,262.74,44.3205
96.86,225.67,49.48,197.15,55.3028
96.86,225.67,81.53,187.69,40.9537
96.86,225.67,97.70,171.31,54.3633
531.05,231.95,585.41,242.70,55.4048
531.05,231.95,495.09,274.47,55.6810
531.05,231.95,520.87,274.24,43.4965
531.05,231.95,588.41,246.07,59.0716
531.05,231.95,494.22,225.53,37.3918
435.61,382.00,470.50,369.34,37.1191
435.61,382.00,420.77,378.42,15.2606
435.61,382.00,440.32,363.11,19.4655
435.61,382.00,424.57,392.45,15.2033
435.61,382.00,433.96,364.63,17.4530
435.61,382.00,438.31,343.52,38.5714
177.83,72.24,150.04,37.35,44.6020
62.59,312.00,72.57,262.74,50.2662
62.59,312.00,100.78,327.38,41.1694
62.59,312.00,33.06,356.14,53.1083
669.67,260.08,658.60,299.42,40.8658
669.67,260.08,629.23,280.08,45.1175
669.67,260.08,695.43,235.60,35.5388
669.67,260.08,682.48,217.00,44.9463
669.67,260.08,650.22,216.71,47.5275
669.67,260.08,631.95,301.71,56.1697
755.14,109.31,749.27,132.48,23.9053
755.14,109.31,763.42,140.35,32.1305
755.14,109.31,755.93,99.47,9.8668
755.14,109.31,710.33,125.39,47.6020
755.14,109.31,769.09,148.97,42.0385
315.52,452.86,349.29,427.12,42.4600
315.52,452.86,303.36,501.10,49.7504
315.52,452.86,350.24,422.75,45.9558
315.52,452.86,340.21,488.66,43.4875
470.50,369.34,420.77,378.42,50.5511
470.50,369.34,440.32,363.11,30.8196
470.50,369.34,500.19,369.51,29.6912
470.50,369.34,433.96,364.63,36.8474
470.50,369.34,438.31,343.52,41.2667
658.60,299.42,680.07,321.67,30.9192
658.60,299.42,629.23,280.08,35.1620
658.60,299.42,625.49,319.40,38.6750
658.60,299.42,631.95,301.71,26.7416
658.60,299.42,661.48,351.37,52.0352
420.77,378.42,375.51,353.13,51.8502
420.77,378.42,440.32,363.11,24.8266
420.77,378.42,386.12,421.45,55.2430
420.77,378.42,424.57,392.45,14.5363
420.77,378.42,433.96,364.63,19.0831
420.77,378.42,438.31,343.52,39.0561
585.41,242.70,629.23,280.08,57.6030
585.41,242.70,588.41,246.07,4.5163
308.36,59.36,279.58,35.46,37.4136
727.06,494.85,679.52,486.40,48.2907
727.06,494.85,726.42,468.12,26.7336
727.06,494.85,687.44,459.09,53.3760
717.04,210.16,674.09,188.69,48.0188
717.04,210.16,695.43,235.60,33.3748
717.04,210.16,682.48,217.00,35.2261
717.04,210.16,702.22,202.36,16.7481
717.04,210.16,733.01,243.94,37.3610
298.82,547.52,303.36,501.10,46.6432
298.82,547.52,335.61,538.93,37.7731
298.82,547.52,306.65,543.99,8.5830
273.88,300.57,313.75,276.14,46.7594
749.27,132.48,763.42,140.35,16.1980
749.27,132.48,755.93,99.47,33.6741
749.27,132.48,710.33,125.39,39.5747
749.27,132.48,769.09,148.97,25.7794
381.08,482.29,381.39,504.68,22.3956
381.08,482.29,353.88,508.69,37.9108
381.08,482.29,340.21,488.66,41.3671
349.29,427.12,386.12,421.45,37.2670
349.29,427.12,350.24,422.75,4.4733
673.49,457.75,681.57,442.33,17.4079
673.49,457.75,683.23,423.22,35.8785
673.49,457.75,679.52,486.40,29.2758
673.49,457.75,664.55,493.13,36.4988
673.49,457.75,698.09,421.56,43.7499
673.49,457.75,726.42,468.12,53.9328
673.49,457.75,687.44,459.09,14.0099
228.71,515.34,240.06,532.96,20.9609
228.71,515.34,169.07,512.38,59.7152
228.71,515.34,172.60,503.09,57.4285
323.46,164.19,351.82,182.04,33.5153
323.46,164.19,344.80,132.42,38.2741
323.46,164.19,277.73,182.24,49.1628
323.46,164.19,315.80,155.04,11.9321
743.53,388.92,698.09,421.56,55.9555
50.83,575.71,23.77,537.41,46.8956
680.07,321.67,712.95,334.44,35.2760
680.07,321.67,625.49,319.40,54.6268
680.07,321.67,631.95,301.71,52.0877
680.07,321.67,735.20,299.86,59.2952
680.07,321.67,661.48,351.37,35.0396
680.07,321.67,720.73,327.18,41.0361
389.11,149.04,351.82,182.04,49.7963
